datetime,Predicted_AQI,AQI_Category,Live_AQI_used,temp,dew,humidity,precip,windspeed,winddir,visibility,so2,no2,o3,co,hour,day_of_week,is_weekend,dow_sin,dow_cos,aqi_lag1
2025-09-12 06:00:00+05:00,87.75824737548828,Moderate 😐,92.0,26.9,24.2,85.18,0.0,17.3,255.7,24.1,,,,,6,4,0,-0.433883739117558,-0.9009688679024191,92.0
2025-09-12 07:00:00+05:00,85.12574005126953,Moderate 😐,92.0,26.9,24.2,85.18,0.1,16.2,255.5,24.1,,,,,7,4,0,-0.433883739117558,-0.9009688679024191,87.75824737548828
2025-09-12 08:00:00+05:00,84.57540893554688,Moderate 😐,92.0,27.0,24.0,83.67,0.1,15.1,253.1,22.2,,,,,8,4,0,-0.433883739117558,-0.9009688679024191,85.12574005126953
2025-09-12 09:00:00+05:00,83.4048843383789,Moderate 😐,92.0,27.3,23.8,81.23,0.1,14.8,248.0,24.1,,,,,9,4,0,-0.433883739117558,-0.9009688679024191,84.57540893554688
2025-09-12 10:00:00+05:00,83.19461822509766,Moderate 😐,92.0,27.6,23.8,79.81,0.0,15.5,240.3,24.1,,,,,10,4,0,-0.433883739117558,-0.9009688679024191,83.4048843383789
2025-09-12 11:00:00+05:00,83.68749237060547,Moderate 😐,92.0,27.7,24.0,80.31,0.0,16.2,238.0,24.1,,,,,11,4,0,-0.433883739117558,-0.9009688679024191,83.19461822509766
2025-09-12 12:00:00+05:00,84.80706024169922,Moderate 😐,92.0,27.9,23.9,78.9,0.0,17.6,236.4,24.1,,,,,12,4,0,-0.433883739117558,-0.9009688679024191,83.68749237060547
2025-09-12 13:00:00+05:00,86.19579315185547,Moderate 😐,92.0,28.0,23.9,78.44,0.0,18.4,238.2,24.1,,,,,13,4,0,-0.433883739117558,-0.9009688679024191,84.80706024169922
2025-09-12 14:00:00+05:00,86.53096771240234,Moderate 😐,92.0,28.1,23.9,77.98,0.0,18.4,236.0,24.1,,,,,14,4,0,-0.433883739117558,-0.9009688679024191,86.19579315185547
2025-09-12 15:00:00+05:00,86.10135650634766,Moderate 😐,92.0,28.2,23.9,77.53,0.0,18.4,237.1,24.1,,,,,15,4,0,-0.433883739117558,-0.9009688679024191,86.53096771240234
