datetime,Predicted_AQI,AQI_Category,Live_AQI_used,temp,dew,humidity,precip,windspeed,winddir,visibility,so2,no2,o3,co,hour,day_of_week,is_weekend,dow_sin,dow_cos,aqi_lag1
2025-08-11 00:00:00+05:00,105.82014465332031,Unhealthy for Sensitive Groups 😷,109.0,27.1,23.5,80.71,0.1,31.0,250.2,24.1,,,,,0,0,0,0.0,1.0,109.0
2025-08-11 01:00:00+05:00,100.68778991699219,Unhealthy for Sensitive Groups 😷,109.0,26.9,23.6,82.16,0.0,29.5,250.9,24.1,,,,,1,0,0,0.0,1.0,105.82014465332031
2025-08-11 02:00:00+05:00,93.37043762207031,Moderate 😐,109.0,26.8,23.8,83.65,0.1,30.2,255.6,24.1,,,,,2,0,0,0.0,1.0,100.68778991699219
2025-08-11 03:00:00+05:00,86.77574157714844,Moderate 😐,109.0,26.7,24.0,85.16,0.1,31.0,256.7,24.1,,,,,3,0,0,0.0,1.0,93.37043762207031
2025-08-11 04:00:00+05:00,82.62617492675781,Moderate 😐,109.0,26.7,24.0,85.16,0.1,32.0,259.1,24.1,,,,,4,0,0,0.0,1.0,86.77574157714844
2025-08-11 05:00:00+05:00,81.53060913085938,Moderate 😐,109.0,26.8,24.0,84.66,0.0,31.0,261.4,24.1,,,,,5,0,0,0.0,1.0,82.62617492675781
2025-08-11 06:00:00+05:00,77.90711212158203,Moderate 😐,109.0,26.8,24.1,85.17,0.2,31.0,261.1,24.1,,,,,6,0,0,0.0,1.0,81.53060913085938
2025-08-11 07:00:00+05:00,75.51400756835938,Moderate 😐,109.0,27.1,24.0,83.18,0.0,32.4,260.7,24.1,,,,,7,0,0,0.0,1.0,77.90711212158203
2025-08-11 08:00:00+05:00,72.36448669433594,Moderate 😐,109.0,27.2,24.1,83.19,0.0,30.6,257.9,24.1,,,,,8,0,0,0.0,1.0,75.51400756835938
2025-08-11 09:00:00+05:00,71.12275695800781,Moderate 😐,109.0,27.6,24.1,81.27,0.1,30.6,252.8,24.1,,,,,9,0,0,0.0,1.0,72.36448669433594
2025-08-11 10:00:00+05:00,70.216552734375,Moderate 😐,109.0,27.7,24.1,80.79,0.0,32.0,253.4,24.1,,,,,10,0,0,0.0,1.0,71.12275695800781
2025-08-11 11:00:00+05:00,70.34063720703125,Moderate 😐,109.0,27.7,24.0,80.31,0.0,31.0,252.8,24.1,,,,,11,0,0,0.0,1.0,70.216552734375
2025-08-11 12:00:00+05:00,70.74482727050781,Moderate 😐,109.0,27.9,24.1,79.85,0.0,31.7,253.8,24.1,,,,,12,0,0,0.0,1.0,70.34063720703125
2025-08-11 13:00:00+05:00,70.86197662353516,Moderate 😐,109.0,28.0,24.2,79.87,0.0,32.0,252.5,24.1,,,,,13,0,0,0.0,1.0,70.74482727050781
2025-08-11 14:00:00+05:00,70.6789321899414,Moderate 😐,109.0,28.0,24.4,80.83,0.0,32.4,250.2,24.1,,,,,14,0,0,0.0,1.0,70.86197662353516
2025-08-11 15:00:00+05:00,70.58524322509766,Moderate 😐,109.0,27.9,24.3,80.82,0.0,32.8,247.5,24.1,,,,,15,0,0,0.0,1.0,70.6789321899414
2025-08-11 16:00:00+05:00,70.64032745361328,Moderate 😐,109.0,27.9,24.4,81.3,0.0,34.2,244.5,24.1,,,,,16,0,0,0.0,1.0,70.58524322509766
2025-08-11 17:00:00+05:00,70.62319946289062,Moderate 😐,109.0,27.7,24.4,82.26,0.0,33.5,239.3,24.1,,,,,17,0,0,0.0,1.0,70.64032745361328
2025-08-11 18:00:00+05:00,70.27186584472656,Moderate 😐,109.0,27.4,24.2,82.72,0.0,33.8,242.1,24.1,,,,,18,0,0,0.0,1.0,70.62319946289062
2025-08-11 19:00:00+05:00,70.04725646972656,Moderate 😐,109.0,27.3,24.2,83.2,0.0,31.7,240.1,24.1,,,,,19,0,0,0.0,1.0,70.27186584472656
2025-08-11 20:00:00+05:00,70.02449035644531,Moderate 😐,109.0,27.3,24.3,83.7,0.0,32.8,245.8,24.1,,,,,20,0,0,0.0,1.0,70.04725646972656
2025-08-11 21:00:00+05:00,72.80979919433594,Moderate 😐,109.0,27.3,23.9,81.72,0.1,32.4,251.4,24.1,,,,,21,0,0,0.0,1.0,70.02449035644531
2025-08-11 22:00:00+05:00,70.21334075927734,Moderate 😐,109.0,27.0,23.7,82.17,0.1,32.8,251.3,24.1,,,,,22,0,0,0.0,1.0,72.80979919433594
2025-08-11 23:00:00+05:00,69.40237426757812,Moderate 😐,109.0,27.1,23.6,81.2,0.0,31.7,248.7,24.1,,,,,23,0,0,0.0,1.0,70.21334075927734
