datetime,Predicted_AQI,AQI_Category,Live_AQI_used,temp,dew,humidity,precip,windspeed,winddir,visibility,so2,no2,o3,co,hour,day_of_week,is_weekend,dow_sin,dow_cos,aqi_lag1
2025-08-21 06:00:00+05:00,69.7984390258789,Moderate 😐,21.0,27.1,24.9,87.79,0.5,13.7,195.1,12.9,,,,,6,3,0,0.4338837391175582,-0.900968867902419,21.0
2025-08-21 07:00:00+05:00,77.8255386352539,Moderate 😐,21.0,26.8,24.8,88.82,1.0,9.0,162.8,13.0,,,,,7,3,0,0.4338837391175582,-0.900968867902419,69.7984390258789
2025-08-21 08:00:00+05:00,80.7309799194336,Moderate 😐,21.0,27.1,24.6,86.23,0.1,6.8,159.0,24.1,,,,,8,3,0,0.4338837391175582,-0.900968867902419,77.8255386352539
2025-08-21 09:00:00+05:00,87.01437377929688,Moderate 😐,21.0,27.6,24.6,83.74,0.0,9.0,171.1,24.1,,,,,9,3,0,0.4338837391175582,-0.900968867902419,80.7309799194336
2025-08-21 10:00:00+05:00,93.00395965576172,Moderate 😐,21.0,27.8,24.8,83.76,0.0,13.7,181.3,24.1,,,,,10,3,0,0.4338837391175582,-0.900968867902419,87.01437377929688
2025-08-21 11:00:00+05:00,96.23551177978516,Moderate 😐,21.0,27.7,24.8,84.25,0.0,13.7,193.3,24.1,,,,,11,3,0,0.4338837391175582,-0.900968867902419,93.00395965576172
2025-08-21 12:00:00+05:00,99.0994644165039,Moderate 😐,21.0,27.8,24.8,83.76,0.0,13.7,199.9,24.1,,,,,12,3,0,0.4338837391175582,-0.900968867902419,96.23551177978516
2025-08-21 13:00:00+05:00,98.64669799804688,Moderate 😐,21.0,28.0,24.8,82.79,0.0,12.2,199.0,24.1,,,,,13,3,0,0.4338837391175582,-0.900968867902419,99.0994644165039
2025-08-21 14:00:00+05:00,100.4818878173828,Unhealthy for Sensitive Groups 😷,21.0,28.1,24.8,82.31,0.2,11.5,197.2,24.1,,,,,14,3,0,0.4338837391175582,-0.900968867902419,98.64669799804688
2025-08-21 15:00:00+05:00,96.10871887207033,Moderate 😐,21.0,28.2,24.9,82.32,0.0,12.6,211.1,24.1,,,,,15,3,0,0.4338837391175582,-0.900968867902419,100.4818878173828
2025-08-21 16:00:00+05:00,95.39717864990234,Moderate 😐,21.0,28.5,24.9,80.89,0.5,13.7,223.2,24.1,,,,,16,3,0,0.4338837391175582,-0.900968867902419,96.10871887207033
2025-08-21 17:00:00+05:00,96.7283935546875,Moderate 😐,21.0,28.5,25.1,81.86,0.0,17.3,227.0,24.1,,,,,17,3,0,0.4338837391175582,-0.900968867902419,95.39717864990234
2025-08-21 18:00:00+05:00,95.43984985351562,Moderate 😐,21.0,28.5,25.4,83.34,0.0,17.3,227.4,24.1,,,,,18,3,0,0.4338837391175582,-0.900968867902419,96.7283935546875
2025-08-21 19:00:00+05:00,94.07196044921876,Moderate 😐,21.0,28.4,25.6,84.83,0.0,15.1,226.3,24.1,,,,,19,3,0,0.4338837391175582,-0.900968867902419,95.43984985351562
2025-08-21 20:00:00+05:00,89.22261810302734,Moderate 😐,21.0,28.4,25.7,85.33,0.0,11.2,229.0,24.1,,,,,20,3,0,0.4338837391175582,-0.900968867902419,94.07196044921876
2025-08-21 21:00:00+05:00,90.73624420166016,Moderate 😐,21.0,28.1,25.9,87.87,0.0,16.9,236.3,24.1,,,,,21,3,0,0.4338837391175582,-0.900968867902419,89.22261810302734
2025-08-21 22:00:00+05:00,86.45531463623047,Moderate 😐,21.0,28.0,26.1,89.44,0.0,14.4,238.8,24.1,,,,,22,3,0,0.4338837391175582,-0.900968867902419,90.73624420166016
2025-08-21 23:00:00+05:00,85.66643524169922,Moderate 😐,21.0,27.9,26.2,90.5,0.0,15.8,246.1,24.1,,,,,23,3,0,0.4338837391175582,-0.900968867902419,86.45531463623047
2025-08-22 00:00:00+05:00,84.60798645019531,Moderate 😐,21.0,27.8,26.0,89.96,0.0,19.1,243.6,24.1,,,,,0,4,0,-0.433883739117558,-0.9009688679024191,85.66643524169922
2025-08-22 01:00:00+05:00,84.76039123535156,Moderate 😐,21.0,27.7,25.8,89.42,0.0,14.0,265.5,24.1,,,,,1,4,0,-0.433883739117558,-0.9009688679024191,84.60798645019531
2025-08-22 02:00:00+05:00,82.91863250732422,Moderate 😐,21.0,27.7,25.6,88.36,0.1,18.7,243.8,24.1,,,,,2,4,0,-0.433883739117558,-0.9009688679024191,84.76039123535156
2025-08-22 03:00:00+05:00,83.333984375,Moderate 😐,21.0,27.6,25.6,88.88,0.0,21.2,248.0,24.1,,,,,3,4,0,-0.433883739117558,-0.9009688679024191,82.91863250732422
2025-08-22 04:00:00+05:00,84.04967498779297,Moderate 😐,21.0,27.5,25.5,88.87,0.1,20.2,262.4,24.1,,,,,4,4,0,-0.433883739117558,-0.9009688679024191,83.333984375
2025-08-22 05:00:00+05:00,84.50299072265625,Moderate 😐,21.0,27.7,25.7,88.89,0.0,20.2,260.1,24.1,,,,,5,4,0,-0.433883739117558,-0.9009688679024191,84.04967498779297
2025-08-22 06:00:00+05:00,85.4306411743164,Moderate 😐,21.0,27.7,25.7,88.89,0.0,19.1,259.5,24.1,,,,,6,4,0,-0.433883739117558,-0.9009688679024191,84.50299072265625
2025-08-22 07:00:00+05:00,86.50533294677734,Moderate 😐,21.0,27.7,25.8,89.42,0.0,23.4,258.2,24.1,,,,,7,4,0,-0.433883739117558,-0.9009688679024191,85.4306411743164
2025-08-22 08:00:00+05:00,86.50533294677734,Moderate 😐,21.0,27.7,25.8,89.42,0.0,23.4,259.8,24.1,,,,,8,4,0,-0.433883739117558,-0.9009688679024191,86.50533294677734
2025-08-22 09:00:00+05:00,86.80095672607422,Moderate 😐,21.0,27.9,25.7,87.86,0.0,24.1,256.6,24.1,,,,,9,4,0,-0.433883739117558,-0.9009688679024191,86.50533294677734
2025-08-22 10:00:00+05:00,85.9404525756836,Moderate 😐,21.0,28.0,25.7,87.34,0.1,25.9,253.3,24.1,,,,,10,4,0,-0.433883739117558,-0.9009688679024191,86.80095672607422
2025-08-22 11:00:00+05:00,86.44332122802734,Moderate 😐,21.0,28.2,25.7,86.33,0.0,27.0,258.5,24.1,,,,,11,4,0,-0.433883739117558,-0.9009688679024191,85.9404525756836
2025-08-22 12:00:00+05:00,86.34752655029297,Moderate 😐,21.0,28.3,25.7,85.83,0.0,26.6,258.0,24.1,,,,,12,4,0,-0.433883739117558,-0.9009688679024191,86.44332122802734
2025-08-22 13:00:00+05:00,86.27989959716797,Moderate 😐,21.0,28.3,25.8,86.34,0.0,26.6,255.7,24.1,,,,,13,4,0,-0.433883739117558,-0.9009688679024191,86.34752655029297
2025-08-22 14:00:00+05:00,85.86090850830078,Moderate 😐,21.0,28.4,25.9,86.35,0.0,27.0,252.9,24.1,,,,,14,4,0,-0.433883739117558,-0.9009688679024191,86.27989959716797
2025-08-22 15:00:00+05:00,85.90422821044922,Moderate 😐,21.0,28.2,26.0,87.88,0.0,28.1,250.8,24.1,,,,,15,4,0,-0.433883739117558,-0.9009688679024191,85.86090850830078
2025-08-22 16:00:00+05:00,85.92127227783203,Moderate 😐,21.0,28.2,25.9,87.36,0.0,28.1,250.5,24.1,,,,,16,4,0,-0.433883739117558,-0.9009688679024191,85.90422821044922
2025-08-22 17:00:00+05:00,86.04911041259766,Moderate 😐,21.0,28.2,25.9,87.36,0.0,27.7,247.9,24.1,,,,,17,4,0,-0.433883739117558,-0.9009688679024191,85.92127227783203
2025-08-22 18:00:00+05:00,86.1502456665039,Moderate 😐,21.0,28.1,25.9,87.87,0.0,28.4,243.9,24.1,,,,,18,4,0,-0.433883739117558,-0.9009688679024191,86.04911041259766
2025-08-22 19:00:00+05:00,85.48338317871094,Moderate 😐,21.0,28.0,25.9,88.39,0.0,28.8,242.8,24.1,,,,,19,4,0,-0.433883739117558,-0.9009688679024191,86.1502456665039
2025-08-22 20:00:00+05:00,85.43180084228516,Moderate 😐,21.0,28.0,26.0,88.91,0.0,27.7,238.3,24.1,,,,,20,4,0,-0.433883739117558,-0.9009688679024191,85.48338317871094
2025-08-22 21:00:00+05:00,88.65543365478516,Moderate 😐,21.0,27.9,26.0,89.43,0.0,28.8,243.7,24.1,,,,,21,4,0,-0.433883739117558,-0.9009688679024191,85.43180084228516
